Time [s], Analyzer Name, Decoded Protocol Result
3.086788083333333,I2C,0xBF + ACK  5 
3.086900000000000,I2C,0xDE + ACK  6 
3.087010916666667,I2C,0x4F + ACK  7 
3.087122333333333,I2C,0xFA + ACK  8 
3.087233750000000,I2C,0xFF + ACK  9 
3.087345666666667,I2C,0x00 + ACK  10
3.087454583333333,I2C,0xFF + ACK  11
3.087567041666667,I2C,0xE4 + ACK  12
3.087677458333333,I2C,0xF0 + ACK  13
3.087787375000000,I2C,0x00 + ACK  14
3.087895750000000,I2C,0x00 + ACK  15
3.088004166666667,I2C,0x00 + ACK  16
3.088112583333333,I2C,0x00 + ACK  17
3.088221000000000,I2C,0x00 + ACK  18
3.088329458333333,I2C,0x00 + ACK  19
3.088462458333333,I2C,Setup Write to [0x7C] + ACK
3.088581875000000,I2C,0xC8 + ACK

4.096112625000000,I2C,Setup Write to [0xE0] + ACK
4.096230041666667,I2C,0x35 + ACK
4.096341916666667,I2C,0x17 + ACK
4.096709208333333,I2C,Setup Write to [0xE0] + ACK
4.096826625000000,I2C,0x78 + ACK
4.096938541666667,I2C,0x66 + ACK
4.108783000000000,I2C,Setup Read to [0xE1] + ACK
4.108891416666666,I2C,0x65 + ACK
4.108972208333333,I2C,0x90 + ACK
4.109052000000000,I2C,0x9A + ACK
4.109132791666666,I2C,0x4F + ACK
4.109214083333334,I2C,0xEB + ACK
4.109295875000000,I2C,0xBA + ACK
4.109419833333333,I2C,Setup Write to [0xE0] + ACK
4.109537750000000,I2C,0xB0 + ACK
4.109649166666666,I2C,0x98 + ACK

4.116240125000000,I2C,Setup Write to [0x7C] + ACK
4.116359583333334,I2C,0xE8 + ACK
4.116471041666666,I2C,0x00 + ACK
4.116591500000000,I2C,0xDF + ACK
4.116703416666667,I2C,0xAC + ACK
4.116813833333334,I2C,0xEE + ACK
4.116925250000000,I2C,0xBF + ACK
4.117037166666667,I2C,0xDE + ACK
4.117148083333333,I2C,0x4F + ACK
4.117259500000000,I2C,0xFA + ACK
4.117370958333334,I2C,0xFF + ACK
4.117482875000000,I2C,0x00 + ACK
4.117591791666666,I2C,0xFF + ACK
4.117704208333334,I2C,0xBF + ACK
4.117816125000000,I2C,0xD0 + ACK
4.117925541666667,I2C,0x00 + ACK
4.118033958333333,I2C,0x00 + ACK
4.118142375000000,I2C,0x00 + ACK
4.118250791666667,I2C,0x00 + ACK
4.118359208333334,I2C,0x00 + ACK
4.118467625000000,I2C,0x00 + ACK
4.118600625000000,I2C,Setup Write to [0x7C] + ACK
4.118720083333334,I2C,0xC8 + ACK
