Time [s], Analyzer Name, Decoded Protocol Result
2.080055958333333,I2C,0x00 + ACK
2.080188958333333,I2C,Setup Write to [0x7C] + ACK
2.080308416666667,I2C,0xC8 + ACK
3.085898666666667,I2C,Setup Write to [0xE0] + ACK
3.086016125000000,I2C,0x35 + ACK
3.086128041666667,I2C,0x17 + ACK
3.086495333333333,I2C,Setup Write to [0xE0] + ACK
3.086612791666667,I2C,0x78 + ACK
3.086724708333333,I2C,0x66 + ACK
3.098525375000000,I2C,Setup Read to [0xE1] + ACK
3.098633750000000,I2C,0x63 + ACK
3.098714583333333,I2C,0x2F + ACK
3.098795875000000,I2C,0x51 + ACK
3.098876166666667,I2C,0x51 + ACK
3.098956458333333,I2C,0x58 + ACK
3.099036750000000,I2C,0x55 + ACK
3.099160166666667,I2C,Setup Write to [0xE0] + ACK
3.099278125000000,I2C,0xB0 + ACK
3.099389541666667,I2C,0x98 + ACK
3.106129500000000,I2C,Setup Write to [0x7C] + ACK
3.106248958333333,I2C,0xE8 + ACK
3.106360375000000,I2C,0x00 + ACK
3.106480791666667,I2C,0xDF + ACK
3.106592750000000,I2C,0xFF + ACK
3.106705125000000,I2C,0xEE + ACK
3.106816541666667,I2C,0xBF + ACK
3.106928458333333,I2C,0xDB + ACK
3.107039875000000,I2C,0xFD + ACK
3.107151791666667,I2C,0xFA + ACK
3.107263208333333,I2C,0xFF + ACK
3.107375125000000,I2C,0x00 + ACK
3.107484041666666,I2C,0xFF + ACK
3.107596458333334,I2C,0x88 + ACK
3.107705875000000,I2C,0xF0 + ACK
3.107815791666667,I2C,0x00 + ACK
3.107924208333333,I2C,0x00 + ACK
3.108032625000000,I2C,0x00 + ACK
3.108141000000000,I2C,0x00 + ACK
3.108249416666667,I2C,0x00 + ACK
3.108357833333333,I2C,0x00 + ACK
3.108490833333333,I2C,Setup Write to [0x7C] + ACK
3.108610291666666,I2C,0xC8 + ACK
4.113621250000000,I2C,Setup Write to [0xE0] + ACK
4.113738666666666,I2C,0x35 + ACK
4.113850583333333,I2C,0x17 + ACK
4.114217916666667,I2C,Setup Write to [0xE0] + ACK
4.114335333333333,I2C,0x78 + ACK
4.114447250000000,I2C,0x66 + ACK
4.126271416666667,I2C,Setup Read to [0xE1] + ACK
4.126379833333333,I2C,0x63 + ACK
4.126460625000000,I2C,0x39 + ACK
4.126541416666667,I2C,0xB4 + ACK
4.126622250000000,I2C,0x51 + ACK
4.126702541666667,I2C,0x0A + ACK
4.126782333333334,I2C,0x49 + ACK
4.126905291666667,I2C,Setup Write to [0xE0] + ACK
4.127023250000000,I2C,0xB0 + ACK
4.127134666666667,I2C,0x98 + ACK
4.134149916666667,I2C,Setup Write to [0x7C] + ACK
4.134269375000000,I2C,0xE8 + ACK
4.134380791666667,I2C,0x00 + ACK
4.134501250000000,I2C,0xDF + ACK
4.134613166666667,I2C,0xFF + ACK
4.134725583333333,I2C,0xEE + ACK
4.134837000000000,I2C,0xBF + ACK
4.134948916666667,I2C,0xDB + ACK
4.135060333333334,I2C,0xFD + ACK
4.135172250000000,I2C,0xFA + ACK
4.135283666666667,I2C,0xFF + ACK
4.135395583333334,I2C,0x00 + ACK
4.135504500000000,I2C,0xFF + ACK
4.135616916666667,I2C,0xFF + ACK
4.135728833333333,I2C,0x70 + ACK
4.135838708333333,I2C,0x00 + ACK
4.135947125000000,I2C,0x00 + ACK
4.136055500000000,I2C,0x00 + ACK
4.136163916666667,I2C,0x00 + ACK
4.136272333333333,I2C,0x00 + ACK
4.136380750000000,I2C,0x00 + ACK
4.136513708333333,I2C,Setup Write to [0x7C] + ACK
4.136633166666667,I2C,0xC8 + ACK
